λ,μ,p,n,MSE
11.421052631578947,79.1578947368421,242,200,5,13.446876502730321
11.421052631578947,79.1578947368421,289,200,5,11.76199629842164
11.421052631578947,79.1578947368421,336,200,5,18.614872956117658
11.421052631578947,79.1578947368421,384,200,5,15.985787151065614
11.421052631578947,79.1578947368421,431,200,5,15.983324913457459
11.421052631578947,79.1578947368421,478,200,5,18.451174475723338
11.421052631578947,79.1578947368421,526,200,5,17.12317134529439
11.421052631578947,79.1578947368421,573,200,5,28.325906343209706
11.421052631578947,79.1578947368421,621,200,5,20.317952231236937
11.421052631578947,79.1578947368421,668,200,5,16.043817997862426
11.421052631578947,79.1578947368421,715,200,5,13.005774771892835
11.421052631578947,79.1578947368421,763,200,5,19.258057997367754
11.421052631578947,79.1578947368421,810,200,5,22.351931626182015
11.421052631578947,79.1578947368421,857,200,5,22.970209907911688
11.421052631578947,79.1578947368421,905,200,5,23.594713578627722
11.421052631578947,79.1578947368421,952,200,5,23.890975987489757
11.421052631578947,79.1578947368421,1000,200,5,23.183211347720466
16.63157894736842,79.1578947368421,100,200,5,3.3412233174235215
16.63157894736842,79.1578947368421,147,200,5,20.349066721237406
16.63157894736842,79.1578947368421,194,200,5,9.791786182033999
16.63157894736842,79.1578947368421,242,200,5,12.187285687250114
16.63157894736842,79.1578947368421,289,200,5,13.243577719121761
16.63157894736842,79.1578947368421,336,200,5,21.121604527148342
16.63157894736842,79.1578947368421,384,200,5,13.495998634799408
16.63157894736842,79.1578947368421,431,200,5,13.996883519896127
16.63157894736842,79.1578947368421,478,200,5,20.65407218826896
16.63157894736842,79.1578947368421,526,200,5,23.75523153941278
16.63157894736842,79.1578947368421,573,200,5,21.40571628427859
16.63157894736842,79.1578947368421,621,200,5,20.748182845732178
16.63157894736842,79.1578947368421,668,200,5,18.47332311058315
16.63157894736842,79.1578947368421,715,200,5,12.96242578273005
16.63157894736842,79.1578947368421,763,200,5,32.27974948921628
16.63157894736842,79.1578947368421,810,200,5,28.692981084853333
16.63157894736842,79.1578947368421,857,200,5,18.573139952356204
16.63157894736842,79.1578947368421,905,200,5,20.6089543003319
16.63157894736842,79.1578947368421,952,200,5,21.486272740238803
16.63157894736842,79.1578947368421,1000,200,5,23.053983402346546
21.842105263157894,79.1578947368421,100,200,5,4.315198626982442
21.842105263157894,79.1578947368421,147,200,5,10.514407029321147
21.842105263157894,79.1578947368421,194,200,5,9.149664873967795
21.842105263157894,79.1578947368421,242,200,5,13.786604594317398
21.842105263157894,79.1578947368421,289,200,5,11.68124137736215
21.842105263157894,79.1578947368421,336,200,5,19.705609434671672
21.842105263157894,79.1578947368421,384,200,5,15.858716532449202
21.842105263157894,79.1578947368421,431,200,5,18.388040629165705
21.842105263157894,79.1578947368421,478,200,5,19.92213995027969
21.842105263157894,79.1578947368421,526,200,5,19.74522850592398
21.842105263157894,79.1578947368421,573,200,5,15.80755254505186
21.842105263157894,79.1578947368421,621,200,5,22.07702139181477
21.842105263157894,79.1578947368421,668,200,5,21.66865886860212
21.842105263157894,79.1578947368421,715,200,5,21.756519231444784
21.842105263157894,79.1578947368421,763,200,5,22.9914980167426
21.842105263157894,79.1578947368421,810,200,5,26.67895039179147
21.842105263157894,79.1578947368421,857,200,5,18.435685149148206
21.842105263157894,79.1578947368421,905,200,5,25.405537092984254
21.842105263157894,79.1578947368421,952,200,5,21.364331728140524
21.842105263157894,79.1578947368421,1000,200,5,22.9830892166098
27.052631578947366,79.1578947368421,100,200,5,3.0842893834653036
27.052631578947366,79.1578947368421,147,200,5,31.589872838031745
27.052631578947366,79.1578947368421,194,200,5,6.765435065155997
27.052631578947366,79.1578947368421,242,200,5,13.560093875428453
27.052631578947366,79.1578947368421,289,200,5,16.836052617565493
27.052631578947366,79.1578947368421,336,200,5,16.18152945869546
27.052631578947366,79.1578947368421,384,200,5,20.62872306251984
27.052631578947366,79.1578947368421,431,200,5,23.542797041350592
27.052631578947366,79.1578947368421,478,200,5,22.715857195781567
27.052631578947366,79.1578947368421,526,200,5,18.56840325754836
27.052631578947366,79.1578947368421,573,200,5,16.526830733404513
27.052631578947366,79.1578947368421,621,200,5,20.131007951163074
27.052631578947366,79.1578947368421,668,200,5,32.03408909332457
27.052631578947366,79.1578947368421,715,200,5,17.600352998236342
27.052631578947366,79.1578947368421,763,200,5,19.18772727995293
27.052631578947366,79.1578947368421,810,200,5,24.144617195259016
27.052631578947366,79.1578947368421,857,200,5,24.667685976557365
27.052631578947366,79.1578947368421,905,200,5,27.119035898110543
27.052631578947366,79.1578947368421,952,200,5,27.640202254221663
27.052631578947366,79.1578947368421,1000,200,5,26.776739840407433
32.26315789473684,79.1578947368421,100,200,5,3.64796666503608
32.26315789473684,79.1578947368421,147,200,5,40.15312221747342
32.26315789473684,79.1578947368421,194,200,5,9.328376554221503
32.26315789473684,79.1578947368421,242,200,5,12.353459026048315
32.26315789473684,79.1578947368421,289,200,5,14.693148901619445
32.26315789473684,79.1578947368421,336,200,5,18.13647460534456
32.26315789473684,79.1578947368421,384,200,5,19.07769564493376
32.26315789473684,79.1578947368421,431,200,5,19.54155085054239
32.26315789473684,79.1578947368421,478,200,5,24.046772625735905
32.26315789473684,79.1578947368421,526,200,5,20.536794989836597
32.26315789473684,79.1578947368421,573,200,5,17.183109747804217
32.26315789473684,79.1578947368421,621,200,5,22.142188522374248
32.26315789473684,79.1578947368421,668,200,5,21.186954630821642
32.26315789473684,79.1578947368421,715,200,5,19.050390073179543
32.26315789473684,79.1578947368421,763,200,5,19.21110129167415
32.26315789473684,79.1578947368421,810,200,5,21.064826438844424
32.26315789473684,79.1578947368421,857,200,5,20.97236835904852
32.26315789473684,79.1578947368421,905,200,5,19.431192168976832
32.26315789473684,79.1578947368421,952,200,5,22.96797971623692
32.26315789473684,79.1578947368421,1000,200,5,17.735125688130704
37.473684210526315,79.1578947368421,100,200,5,4.822156174905493
37.473684210526315,79.1578947368421,147,200,5,21.911642712400713
37.473684210526315,79.1578947368421,194,200,5,10.995719970499016
37.473684210526315,79.1578947368421,242,200,5,11.956334697497455
37.473684210526315,79.1578947368421,289,200,5,17.303578589214226
37.473684210526315,79.1578947368421,336,200,5,14.269546002144342
37.473684210526315,79.1578947368421,384,200,5,18.820655012927453
37.473684210526315,79.1578947368421,431,200,5,16.404407837133785
37.473684210526315,79.1578947368421,478,200,5,20.314144472453613
37.473684210526315,79.1578947368421,526,200,5,21.859880239064275
37.473684210526315,79.1578947368421,573,200,5,21.701889321401744
37.473684210526315,79.1578947368421,621,200,5,20.74462530290516
37.473684210526315,79.1578947368421,668,200,5,23.02812771774695
37.473684210526315,79.1578947368421,715,200,5,24.60269958601623
37.473684210526315,79.1578947368421,763,200,5,21.805087173126015
37.473684210526315,79.1578947368421,810,200,5,18.993176300133385
37.473684210526315,79.1578947368421,857,200,5,29.23595074345297
37.473684210526315,79.1578947368421,905,200,5,20.006200893705707
37.473684210526315,79.1578947368421,952,200,5,20.362620061849956
37.473684210526315,79.1578947368421,1000,200,5,25.74639031199521
42.68421052631579,79.1578947368421,100,200,5,4.344762928926765
42.68421052631579,79.1578947368421,147,200,5,45.430064109145704
42.68421052631579,79.1578947368421,194,200,5,14.40538841352828
42.68421052631579,79.1578947368421,242,200,5,16.375657822690222
42.68421052631579,79.1578947368421,289,200,5,18.211746664694097
42.68421052631579,79.1578947368421,336,200,5,16.795080284930222
42.68421052631579,79.1578947368421,384,200,5,17.268276281452028
42.68421052631579,79.1578947368421,431,200,5,16.880168476433596
42.68421052631579,79.1578947368421,478,200,5,31.802493274596078
42.68421052631579,79.1578947368421,526,200,5,19.523650891345987
42.68421052631579,79.1578947368421,573,200,5,25.97978736334745
42.68421052631579,79.1578947368421,621,200,5,22.583561074267475
42.68421052631579,79.1578947368421,668,200,5,28.667762541649147
42.68421052631579,79.1578947368421,715,200,5,23.41117182960002
42.68421052631579,79.1578947368421,763,200,5,19.452950592374943
42.68421052631579,79.1578947368421,810,200,5,25.864194213507535
42.68421052631579,79.1578947368421,857,200,5,24.960555201299137
42.68421052631579,79.1578947368421,905,200,5,14.274527166795162
42.68421052631579,79.1578947368421,952,200,5,22.07382774596691
42.68421052631579,79.1578947368421,1000,200,5,22.114083938963834
47.89473684210526,79.1578947368421,100,200,5,2.2904685873108526
47.89473684210526,79.1578947368421,147,200,5,17.417032883983477
47.89473684210526,79.1578947368421,194,200,5,8.176556966195573
47.89473684210526,79.1578947368421,242,200,5,10.889600561394007
47.89473684210526,79.1578947368421,289,200,5,13.949811195778704
47.89473684210526,79.1578947368421,336,200,5,9.62618055514326
47.89473684210526,79.1578947368421,384,200,5,16.126683914226057
47.89473684210526,79.1578947368421,431,200,5,15.905490931114237
47.89473684210526,79.1578947368421,478,200,5,28.0901342727613
47.89473684210526,79.1578947368421,526,200,5,15.36450283508383
47.89473684210526,79.1578947368421,573,200,5,19.100670231959008
47.89473684210526,79.1578947368421,621,200,5,22.178456071163613
47.89473684210526,79.1578947368421,668,200,5,20.5194893022556
47.89473684210526,79.1578947368421,715,200,5,20.715940336821088
47.89473684210526,79.1578947368421,763,200,5,24.283845252909053
47.89473684210526,79.1578947368421,810,200,5,15.465916178295938
47.89473684210526,79.1578947368421,857,200,5,17.60808259919628
47.89473684210526,79.1578947368421,905,200,5,19.188004352028464
47.89473684210526,79.1578947368421,952,200,5,25.34562735216887
47.89473684210526,79.1578947368421,1000,200,5,21.020475602187858
53.10526315789473,79.1578947368421,100,200,5,3.5685102624743377
53.10526315789473,79.1578947368421,147,200,5,14.972927783454278
53.10526315789473,79.1578947368421,194,200,5,10.40014227398186
53.10526315789473,79.1578947368421,242,200,5,16.64441398327767
53.10526315789473,79.1578947368421,289,200,5,18.020638819823887
53.10526315789473,79.1578947368421,336,200,5,20.202500614209136
53.10526315789473,79.1578947368421,384,200,5,18.751648439901086
53.10526315789473,79.1578947368421,431,200,5,19.771882049258057
53.10526315789473,79.1578947368421,478,200,5,17.77468304283477
53.10526315789473,79.1578947368421,526,200,5,18.104592170172022
53.10526315789473,79.1578947368421,573,200,5,22.372049977671825
53.10526315789473,79.1578947368421,621,200,5,13.402428497758509
53.10526315789473,79.1578947368421,668,200,5,23.39954071338138
53.10526315789473,79.1578947368421,715,200,5,16.50312666051603
53.10526315789473,79.1578947368421,763,200,5,14.605990994248435
53.10526315789473,79.1578947368421,810,200,5,25.64185675768824
53.10526315789473,79.1578947368421,857,200,5,21.387474084103975
53.10526315789473,79.1578947368421,905,200,5,25.08051831158373
53.10526315789473,79.1578947368421,952,200,5,19.185908719294922
53.10526315789473,79.1578947368421,1000,200,5,23.77881299679763
58.315789473684205,79.1578947368421,100,200,5,4.281207150184389
58.315789473684205,79.1578947368421,147,200,5,29.781632291864586
58.315789473684205,79.1578947368421,194,200,5,13.364208486004792
58.315789473684205,79.1578947368421,242,200,5,11.340156329480891
58.315789473684205,79.1578947368421,289,200,5,16.06152976757351
58.315789473684205,79.1578947368421,336,200,5,19.79731162544396
58.315789473684205,79.1578947368421,384,200,5,21.503145410499606
58.315789473684205,79.1578947368421,431,200,5,16.50205521653352
58.315789473684205,79.1578947368421,478,200,5,17.025328189970857
58.315789473684205,79.1578947368421,526,200,5,21.567138633267405
58.315789473684205,79.1578947368421,573,200,5,16.79652033003638
58.315789473684205,79.1578947368421,621,200,5,25.665643718199433
58.315789473684205,79.1578947368421,668,200,5,19.26478043249358
58.315789473684205,79.1578947368421,715,200,5,25.244954267417018
58.315789473684205,79.1578947368421,763,200,5,21.365345299325107
58.315789473684205,79.1578947368421,810,200,5,22.37031503286734
58.315789473684205,79.1578947368421,857,200,5,22.39845687345092
58.315789473684205,79.1578947368421,905,200,5,18.465081941365746
58.315789473684205,79.1578947368421,952,200,5,24.747961707212244
58.315789473684205,79.1578947368421,1000,200,5,24.080863745682205
63.526315789473685,79.1578947368421,100,200,5,3.708984406829577
63.526315789473685,79.1578947368421,147,200,5,20.903594219038727
63.526315789473685,79.1578947368421,194,200,5,11.378675142689303
63.526315789473685,79.1578947368421,242,200,5,12.553511375842396
63.526315789473685,79.1578947368421,289,200,5,13.184216073293255
63.526315789473685,79.1578947368421,336,200,5,17.683582968614804
63.526315789473685,79.1578947368421,384,200,5,15.292173220329191
63.526315789473685,79.1578947368421,431,200,5,15.586658669297826
63.526315789473685,79.1578947368421,478,200,5,20.05983795241674
63.526315789473685,79.1578947368421,526,200,5,16.13192114013487
63.526315789473685,79.1578947368421,573,200,5,14.141469010410953
63.526315789473685,79.1578947368421,621,200,5,18.322247151555946
63.526315789473685,79.1578947368421,668,200,5,18.668920517794128
63.526315789473685,79.1578947368421,715,200,5,22.702877105121306
63.526315789473685,79.1578947368421,763,200,5,21.95772458703202
63.526315789473685,79.1578947368421,810,200,5,16.674827144721064
63.526315789473685,79.1578947368421,857,200,5,23.005709689721296
63.526315789473685,79.1578947368421,905,200,5,25.588699867926042
63.526315789473685,79.1578947368421,952,200,5,22.419597764655336
63.526315789473685,79.1578947368421,1000,200,5,27.539398319058353
68.73684210526315,79.1578947368421,100,200,5,3.117803351887254
68.73684210526315,79.1578947368421,147,200,5,45.04864163486424
68.73684210526315,79.1578947368421,194,200,5,9.218408591166467
68.73684210526315,79.1578947368421,242,200,5,11.350247821458975
68.73684210526315,79.1578947368421,289,200,5,16.38479157038098
68.73684210526315,79.1578947368421,336,200,5,15.116477718210904
68.73684210526315,79.1578947368421,384,200,5,16.358008501473044
68.73684210526315,79.1578947368421,431,200,5,23.549445185833683
68.73684210526315,79.1578947368421,478,200,5,13.918902048023844
68.73684210526315,79.1578947368421,526,200,5,15.833270762806816
68.73684210526315,79.1578947368421,573,200,5,17.606976061427552
68.73684210526315,79.1578947368421,621,200,5,20.690851251887963
68.73684210526315,79.1578947368421,668,200,5,19.29689397410117
68.73684210526315,79.1578947368421,715,200,5,25.36067520856632
68.73684210526315,79.1578947368421,763,200,5,15.645075732191591
68.73684210526315,79.1578947368421,810,200,5,30.35160779662451
68.73684210526315,79.1578947368421,857,200,5,25.064764803036685
68.73684210526315,79.1578947368421,905,200,5,16.070979569537634
68.73684210526315,79.1578947368421,952,200,5,29.926286429958115
68.73684210526315,79.1578947368421,1000,200,5,16.519028737893002
73.94736842105263,79.1578947368421,100,200,5,4.154364417220619
73.94736842105263,79.1578947368421,147,200,5,31.161328348134454
73.94736842105263,79.1578947368421,194,200,5,14.015447748083663
73.94736842105263,79.1578947368421,242,200,5,15.17262734962179
73.94736842105263,79.1578947368421,289,200,5,13.765857129836938
73.94736842105263,79.1578947368421,336,200,5,19.525347377570974
73.94736842105263,79.1578947368421,384,200,5,15.117897228878071
73.94736842105263,79.1578947368421,431,200,5,17.771012589783915
73.94736842105263,79.1578947368421,478,200,5,18.525664418659016
73.94736842105263,79.1578947368421,526,200,5,19.21325762468789
73.94736842105263,79.1578947368421,573,200,5,25.81216382740753
73.94736842105263,79.1578947368421,621,200,5,15.17009929699412
73.94736842105263,79.1578947368421,668,200,5,18.08076267945435
73.94736842105263,79.1578947368421,715,200,5,20.58713045827751
73.94736842105263,79.1578947368421,763,200,5,24.8187757555903
73.94736842105263,79.1578947368421,810,200,5,19.977373394858045
73.94736842105263,79.1578947368421,857,200,5,24.15934185916359
73.94736842105263,79.1578947368421,905,200,5,16.891349529464314
73.94736842105263,79.1578947368421,952,200,5,29.048582729555815
73.94736842105263,79.1578947368421,1000,200,5,25.322881348686355
79.1578947368421,79.1578947368421,100,200,5,3.7866035247070085
79.1578947368421,79.1578947368421,147,200,5,15.216258211955962
79.1578947368421,79.1578947368421,194,200,5,12.594745818783576
79.1578947368421,79.1578947368421,242,200,5,22.140623061317704
79.1578947368421,79.1578947368421,289,200,5,13.351568943102876
79.1578947368421,79.1578947368421,336,200,5,14.752546738817758
79.1578947368421,79.1578947368421,384,200,5,22.521414073391195
79.1578947368421,79.1578947368421,431,200,5,12.553597187984309
79.1578947368421,79.1578947368421,478,200,5,23.532949418964765
79.1578947368421,79.1578947368421,526,200,5,14.188477865338859
79.1578947368421,79.1578947368421,573,200,5,23.565102464718386
79.1578947368421,79.1578947368421,621,200,5,26.135585258670712
79.1578947368421,79.1578947368421,668,200,5,21.91040255140171
79.1578947368421,79.1578947368421,715,200,5,26.754211810627393
79.1578947368421,79.1578947368421,763,200,5,18.60342345740999
79.1578947368421,79.1578947368421,810,200,5,30.738591764585312
79.1578947368421,79.1578947368421,857,200,5,22.48070740579231
79.1578947368421,79.1578947368421,905,200,5,19.399919244068478
79.1578947368421,79.1578947368421,952,200,5,32.64099136803601
79.1578947368421,79.1578947368421,1000,200,5,22.95765210911072
84.36842105263158,79.1578947368421,100,200,5,3.8635062159558466
84.36842105263158,79.1578947368421,147,200,5,13.681413460062181
84.36842105263158,79.1578947368421,194,200,5,11.859750441035725
84.36842105263158,79.1578947368421,242,200,5,17.269353991055464
84.36842105263158,79.1578947368421,289,200,5,16.23352315939246
84.36842105263158,79.1578947368421,336,200,5,22.531642844069754
84.36842105263158,79.1578947368421,384,200,5,18.384748211945634
84.36842105263158,79.1578947368421,431,200,5,21.45916771673082
84.36842105263158,79.1578947368421,478,200,5,16.3491690360269
84.36842105263158,79.1578947368421,526,200,5,32.79143274610297
84.36842105263158,79.1578947368421,573,200,5,17.87010727737118
84.36842105263158,79.1578947368421,621,200,5,21.292451342882146
84.36842105263158,79.1578947368421,668,200,5,22.93889134262541
84.36842105263158,79.1578947368421,715,200,5,19.62328269565552
84.36842105263158,79.1578947368421,763,200,5,18.68428037472774
84.36842105263158,79.1578947368421,810,200,5,24.507397892962487
84.36842105263158,79.1578947368421,857,200,5,22.2074881658416
84.36842105263158,79.1578947368421,905,200,5,15.68136067841508
84.36842105263158,79.1578947368421,952,200,5,20.29302379473914
84.36842105263158,79.1578947368421,1000,200,5,20.635597331977902
89.57894736842105,79.1578947368421,100,200,5,2.7965895269857364
89.57894736842105,79.1578947368421,147,200,5,30.19418890017599
89.57894736842105,79.1578947368421,194,200,5,9.670006510951639
89.57894736842105,79.1578947368421,242,200,5,10.91723004594491
89.57894736842105,79.1578947368421,289,200,5,19.48911505127966
89.57894736842105,79.1578947368421,336,200,5,15.227943120567586
89.57894736842105,79.1578947368421,384,200,5,14.907047703739645
89.57894736842105,79.1578947368421,431,200,5,19.932593333731532
89.57894736842105,79.1578947368421,478,200,5,27.695311073072233
89.57894736842105,79.1578947368421,526,200,5,18.96648226509566
89.57894736842105,79.1578947368421,573,200,5,21.95820382615388
89.57894736842105,79.1578947368421,621,200,5,22.12615628087489
89.57894736842105,79.1578947368421,668,200,5,20.644573399356407
89.57894736842105,79.1578947368421,715,200,5,17.237174720614284
89.57894736842105,79.1578947368421,763,200,5,20.469151949829055
89.57894736842105,79.1578947368421,810,200,5,20.854338765429862
89.57894736842105,79.1578947368421,857,200,5,20.067992415033533
89.57894736842105,79.1578947368421,905,200,5,21.338830917915995
89.57894736842105,79.1578947368421,952,200,5,22.119808322415643
89.57894736842105,79.1578947368421,1000,200,5,16.429427862973835
94.78947368421052,79.1578947368421,100,200,5,3.109648887227037
94.78947368421052,79.1578947368421,147,200,5,20.85052699740909
94.78947368421052,79.1578947368421,194,200,5,6.796164898816658
94.78947368421052,79.1578947368421,242,200,5,7.414968155791462
94.78947368421052,79.1578947368421,289,200,5,12.880167024867935
94.78947368421052,79.1578947368421,336,200,5,17.778891010416466
94.78947368421052,79.1578947368421,384,200,5,20.790829875128313
94.78947368421052,79.1578947368421,431,200,5,18.719446950265787
94.78947368421052,79.1578947368421,478,200,5,15.878157321131294
94.78947368421052,79.1578947368421,526,200,5,16.5739478508532
94.78947368421052,79.1578947368421,573,200,5,21.92298803025146
94.78947368421052,79.1578947368421,621,200,5,16.185263349842163
94.78947368421052,79.1578947368421,668,200,5,20.929954048956617
94.78947368421052,79.1578947368421,715,200,5,20.672867249794113
94.78947368421052,79.1578947368421,763,200,5,14.702057559402538
94.78947368421052,79.1578947368421,810,200,5,20.632418983014396
94.78947368421052,79.1578947368421,857,200,5,22.57858798081169
94.78947368421052,79.1578947368421,905,200,5,13.795106975030166
94.78947368421052,79.1578947368421,952,200,5,21.518257148483656
94.78947368421052,79.1578947368421,1000,200,5,17.598604828131116
100.0,79.1578947368421,100,200,5,3.198008357294185
100.0,79.1578947368421,147,200,5,23.924966060768277
100.0,79.1578947368421,194,200,5,7.69107529182897
100.0,79.1578947368421,242,200,5,10.225598524371163
100.0,79.1578947368421,289,200,5,9.47135442693838
100.0,79.1578947368421,336,200,5,14.861268195210114
100.0,79.1578947368421,384,200,5,20.16738223931806
100.0,79.1578947368421,431,200,5,19.579343983548053
100.0,79.1578947368421,478,200,5,18.5526855507106
100.0,79.1578947368421,526,200,5,17.261135576885255
100.0,79.1578947368421,573,200,5,14.866074834965557
100.0,79.1578947368421,621,200,5,18.884043471156282
100.0,79.1578947368421,668,200,5,24.48630066548633
100.0,79.1578947368421,715,200,5,25.669218025435566
100.0,79.1578947368421,763,200,5,17.9916525165489
100.0,79.1578947368421,810,200,5,23.66433848914154
100.0,79.1578947368421,857,200,5,23.590164823837434
100.0,79.1578947368421,905,200,5,23.748972386000215
100.0,79.1578947368421,952,200,5,15.796381786623332
100.0,79.1578947368421,1000,200,5,26.578011587847723
1.0,84.36842105263158,100,200,5,6.330086480153766
1.0,84.36842105263158,147,200,5,76.10318874396786
1.0,84.36842105263158,194,200,5,12.802470186868646
1.0,84.36842105263158,242,200,5,12.399908194349033
1.0,84.36842105263158,289,200,5,18.085156140827923
1.0,84.36842105263158,336,200,5,13.46578355450234
1.0,84.36842105263158,384,200,5,22.779698855187583
1.0,84.36842105263158,431,200,5,15.914860380094959
1.0,84.36842105263158,478,200,5,19.30961574063057
1.0,84.36842105263158,526,200,5,23.414803776425387
1.0,84.36842105263158,573,200,5,20.635331603279266
1.0,84.36842105263158,621,200,5,20.58422452614142
1.0,84.36842105263158,668,200,5,22.738427815253704
1.0,84.36842105263158,715,200,5,15.46409856493715
1.0,84.36842105263158,763,200,5,25.60215067514414
1.0,84.36842105263158,810,200,5,23.496524814866337
1.0,84.36842105263158,857,200,5,21.622661440117785
1.0,84.36842105263158,905,200,5,27.912114525791523
1.0,84.36842105263158,952,200,5,20.51108605699408
1.0,84.36842105263158,1000,200,5,21.72019225647386
6.2105263157894735,84.36842105263158,100,200,5,2.9430972877763795
6.2105263157894735,84.36842105263158,147,200,5,10.855588721515382
6.2105263157894735,84.36842105263158,194,200,5,8.174686157181254
6.2105263157894735,84.36842105263158,242,200,5,10.352058622736713
6.2105263157894735,84.36842105263158,289,200,5,15.839202213099584
6.2105263157894735,84.36842105263158,336,200,5,12.99137456350889
6.2105263157894735,84.36842105263158,384,200,5,11.566548467434767
6.2105263157894735,84.36842105263158,431,200,5,14.42021369647606
6.2105263157894735,84.36842105263158,478,200,5,17.308041729221546
6.2105263157894735,84.36842105263158,526,200,5,23.315318670952536
6.2105263157894735,84.36842105263158,573,200,5,21.688663918859397
6.2105263157894735,84.36842105263158,621,200,5,19.965695703148743
6.2105263157894735,84.36842105263158,668,200,5,18.139962216534794
6.2105263157894735,84.36842105263158,715,200,5,16.22023594235368
6.2105263157894735,84.36842105263158,763,200,5,23.83289345488834
6.2105263157894735,84.36842105263158,810,200,5,21.807583236896974
6.2105263157894735,84.36842105263158,857,200,5,24.448042152745494
6.2105263157894735,84.36842105263158,905,200,5,21.963705845043535
6.2105263157894735,84.36842105263158,952,200,5,19.99451197199009
6.2105263157894735,84.36842105263158,1000,200,5,25.51198745556549
11.421052631578947,84.36842105263158,100,200,5,2.956608249850252
11.421052631578947,84.36842105263158,147,200,5,34.813127822627145
11.421052631578947,84.36842105263158,194,200,5,8.840281412908354
11.421052631578947,84.36842105263158,242,200,5,10.3090707377544
11.421052631578947,84.36842105263158,289,200,5,11.381882473899184
11.421052631578947,84.36842105263158,336,200,5,18.008321569961222
11.421052631578947,84.36842105263158,384,200,5,19.935736567635175
11.421052631578947,84.36842105263158,431,200,5,21.745902161093287
11.421052631578947,84.36842105263158,478,200,5,16.189248444016247
11.421052631578947,84.36842105263158,526,200,5,18.067283998852005
11.421052631578947,84.36842105263158,573,200,5,20.27274609554216
11.421052631578947,84.36842105263158,621,200,5,21.997220961766935
11.421052631578947,84.36842105263158,668,200,5,14.514631651032785
11.421052631578947,84.36842105263158,715,200,5,23.927042272046325
11.421052631578947,84.36842105263158,763,200,5,19.729310337533654
11.421052631578947,84.36842105263158,810,200,5,23.36827644517913
11.421052631578947,84.36842105263158,857,200,5,24.24636923502009
11.421052631578947,84.36842105263158,905,200,5,22.988813173866287
11.421052631578947,84.36842105263158,952,200,5,23.769353946612302
11.421052631578947,84.36842105263158,1000,200,5,24.16225713728072
16.63157894736842,84.36842105263158,100,200,5,3.9894023938361216
16.63157894736842,84.36842105263158,147,200,5,23.629721400022625
16.63157894736842,84.36842105263158,194,200,5,7.908192257868557
16.63157894736842,84.36842105263158,242,200,5,15.547466734114739
16.63157894736842,84.36842105263158,289,200,5,11.523323786987339
16.63157894736842,84.36842105263158,336,200,5,17.98745103502998
16.63157894736842,84.36842105263158,384,200,5,22.223628078115016
16.63157894736842,84.36842105263158,431,200,5,22.837931169606126
16.63157894736842,84.36842105263158,478,200,5,14.063966506629166
16.63157894736842,84.36842105263158,526,200,5,22.49007198552455
16.63157894736842,84.36842105263158,573,200,5,25.790314164034353
16.63157894736842,84.36842105263158,621,200,5,25.588460966807585
16.63157894736842,84.36842105263158,668,200,5,26.41190161727682
16.63157894736842,84.36842105263158,715,200,5,21.191449357432404
16.63157894736842,84.36842105263158,763,200,5,20.626187504701754
16.63157894736842,84.36842105263158,810,200,5,21.231369268879394
16.63157894736842,84.36842105263158,857,200,5,24.87947230639626
16.63157894736842,84.36842105263158,905,200,5,30.036293755939383
16.63157894736842,84.36842105263158,952,200,5,20.545053532548035
16.63157894736842,84.36842105263158,1000,200,5,18.585811674401725
21.842105263157894,84.36842105263158,100,200,5,3.559241289947752
21.842105263157894,84.36842105263158,147,200,5,11.1543264154832
21.842105263157894,84.36842105263158,194,200,5,10.824605084626647
21.842105263157894,84.36842105263158,242,200,5,16.040317889067264
21.842105263157894,84.36842105263158,289,200,5,18.694168857247956
21.842105263157894,84.36842105263158,336,200,5,16.180728781430215
21.842105263157894,84.36842105263158,384,200,5,15.610272240390305
21.842105263157894,84.36842105263158,431,200,5,24.922968237475008
21.842105263157894,84.36842105263158,478,200,5,15.916901997268873
21.842105263157894,84.36842105263158,526,200,5,27.422389778622858
21.842105263157894,84.36842105263158,573,200,5,13.088762053483315
21.842105263157894,84.36842105263158,621,200,5,17.37899351322522
21.842105263157894,84.36842105263158,668,200,5,21.79803011153124
21.842105263157894,84.36842105263158,715,200,5,19.45678924918333
21.842105263157894,84.36842105263158,763,200,5,25.55122819715876
21.842105263157894,84.36842105263158,810,200,5,24.030078600539166
21.842105263157894,84.36842105263158,857,200,5,17.261456602697915
21.842105263157894,84.36842105263158,905,200,5,15.501335472557171
21.842105263157894,84.36842105263158,952,200,5,16.788567043601223
21.842105263157894,84.36842105263158,1000,200,5,21.539152668200817
27.052631578947366,84.36842105263158,100,200,5,3.262928918580882
27.052631578947366,84.36842105263158,147,200,5,17.165213844579405
27.052631578947366,84.36842105263158,194,200,5,12.493303739876323
27.052631578947366,84.36842105263158,242,200,5,14.219894325138151
27.052631578947366,84.36842105263158,289,200,5,14.395712673410165
27.052631578947366,84.36842105263158,336,200,5,19.17630277659017
27.052631578947366,84.36842105263158,384,200,5,19.31119139951754
27.052631578947366,84.36842105263158,431,200,5,20.477957735416112
27.052631578947366,84.36842105263158,478,200,5,23.09715885964646
27.052631578947366,84.36842105263158,526,200,5,20.43057158051652
27.052631578947366,84.36842105263158,573,200,5,17.70038238102545
27.052631578947366,84.36842105263158,621,200,5,20.731011602444582
